path,isFake,0,1,2,3,4,5,6,7,8
/content/drive/MyDrive/Major Project/Sample/Orginal/2010.jpg,0,1.0526389902673086,-1.9531265237137894,-2.2017644796110347,-0.04022848590699799,-1.6406929025264687,3.2966158431790427,0.6440846388918721,0.09100839498045961,0.21169880911596467
/content/drive/MyDrive/Major Project/Sample/Orginal/1721.jpg,0,-7.423683906140798,1.2728284678436066,-1.0817374417731676,-0.4963568597926687,-0.11442450119586085,1.2364520121748663,-0.27294900226936014,-0.5532345505685905,-0.09279159261337883
/content/drive/MyDrive/Major Project/Sample/Orginal/1170.jpg,0,-6.2095368570049025,0.694856678186342,0.3108036160390543,-0.2770655591870556,0.7097257968053639,-0.530747534001926,-0.011963866107646187,-0.3292956154751923,0.02469571610633241
/content/drive/MyDrive/Major Project/Sample/Orginal/1540.jpg,0,-0.20395291891145526,-0.2606120086447613,-0.9758137764076382,0.45265253771749636,-1.695933811781677,1.0123451568101645,-0.11485774380211268,-0.146217676423928,0.6316171605211802
/content/drive/MyDrive/Major Project/Sample/Orginal/1345.jpg,0,-4.305705477997895,-0.677551208570131,-1.2552713664674378,-0.4203133846608457,0.2887999510012168,2.1896482167325955,0.4812241587656338,-0.12757265458161593,-0.12403082584042031
/content/drive/MyDrive/Major Project/Sample/Orginal/1190.jpg,0,-4.092516641047745,2.9365592303964783,-1.8650512943631126,1.67989924796735,-2.311558787186624,0.47384265373354334,-0.5702421039485844,0.3813071110892142,0.30394711126441737
/content/drive/MyDrive/Major Project/Sample/Orginal/2041.jpg,0,-7.2011772689066715,0.45075245684555215,-0.05360182251709578,-0.6258433507236159,0.9665997056813234,0.1173634717141526,0.21175035384982,-0.25747106236175255,-0.24905208957250802
/content/drive/MyDrive/Major Project/Sample/Orginal/1679.jpg,0,-7.029478736749017,-0.3534185774947033,0.2501743459682003,-1.222182269898831,0.8613840237073421,0.6432189628999884,0.19358292300791985,0.03265294896439392,-0.4743991630007981
/content/drive/MyDrive/Major Project/Sample/Orginal/1587.jpg,0,-8.181449948001838,0.1609136128593685,0.11495928401283326,-1.0660030117011545,1.2152092213286285,0.12288524734459196,0.7736373330735982,-0.6865077196992163,-0.41713876571716063
/content/drive/MyDrive/Major Project/Sample/Orginal/1502.jpg,0,-5.5063551240412245,1.4207574188826204,0.17768032181162602,0.3348790669917946,0.37907783653070354,-1.2278495404839966,-0.5068739736272994,0.10003501571831885,0.13106658665531723
/content/drive/MyDrive/Major Project/Sample/Orginal/2085.jpg,0,-6.266589698988584,0.012028732526084327,-0.8038813371753515,-0.5416984499823138,1.4206703360354698,1.3247487047017428,0.6536418036045453,-1.1163185449661377,-0.0971369484554796
/content/drive/MyDrive/Major Project/Sample/Orginal/1124.jpg,0,-3.385212038555153,-0.5465150022918605,1.1317635667847654,-0.33154857392438003,0.40118605631921667,-0.9018778923458473,0.18545383635385085,0.06383920211966214,0.16510199840147344
/content/drive/MyDrive/Major Project/Sample/Orginal/1146.jpg,0,-6.568053084727013,-0.2240477787174483,0.9445288336631472,-1.2068357930411802,0.3336959073581201,-0.12660510008197465,-0.01494704639058853,-0.3061049708034774,-0.03817643986134803
/content/drive/MyDrive/Major Project/Sample/Orginal/1962.jpg,0,-3.0539309951716924,0.03387478967182835,-1.1939367544399224,0.3395793319867629,-0.7362293855277543,1.2091741054574334,0.36320202420735137,0.05026467351894091,0.15602017430092266
/content/drive/MyDrive/Major Project/Sample/Orginal/2131.jpg,0,-3.582619446855289,1.3900049111854489,-1.5617375764346226,0.766610636848573,-1.5623768300001692,1.1355831530062026,-0.05240085294454369,0.6101725792113833,-0.2566974986610626
/content/drive/MyDrive/Major Project/Sample/Orginal/1159.jpg,0,-5.905593233138064,0.753479578869463,0.13817065600851913,-0.04611631941660563,0.8659069262368992,-0.3094225966709466,0.1805137353578121,-0.6608543731369643,0.19621029663275424
/content/drive/MyDrive/Major Project/Sample/Orginal/2126.jpg,0,-5.7326613378087545,0.42694887028494766,1.0272953095302315,-0.25395695460111994,0.4076306620007252,-1.2931451344043077,0.21215355077813686,-0.1239196060965793,0.13039752017867684
/content/drive/MyDrive/Major Project/Sample/Orginal/1973.jpg,0,-6.32140345028526,1.4782823768850137,-0.6435910470989793,0.6511645485286531,0.8318324339305434,-0.42269023581838644,0.6133023370972485,-0.5711207878194433,0.06965869368510802
/content/drive/MyDrive/Major Project/Sample/Orginal/1888.jpg,0,-7.471454877289363,1.1833919403501454,-0.9218250918082169,-0.02556373971584676,1.6816729660577814,0.041237235882534376,0.06736976224140713,-0.20187490281033302,-0.3816746189823354
/content/drive/MyDrive/Major Project/Sample/Orginal/1331.jpg,0,-5.976888475644864,0.22864407672172193,-0.7521990430616196,0.0142999410165268,0.5643436047864379,0.11111428882156525,0.7806499948214946,0.16714116716962685,-0.29288428361103763
/content/drive/MyDrive/Major Project/Sample/Orginal/1414.jpg,0,-0.9773487768920924,0.05584676932110273,1.2757506625518016,-0.044057772344039715,-1.1385386509917303,-0.08453334857673094,-0.6995756956886847,-0.43236791089390614,0.7411169331991446
/content/drive/MyDrive/Major Project/Sample/Orginal/1279.jpg,0,-5.665676200496376,0.17757470661245578,-0.12024011968450835,-0.5604936900376142,1.1448950040091495,0.49624651024579847,-0.20084740927109843,-0.8851104957108188,0.22619472326595036
/content/drive/MyDrive/Major Project/Sample/Orginal/1448.jpg,0,-2.3936832443399636,-0.3452096264873978,-0.2754044725036406,-0.3858964413688575,-1.3892148643776032,1.093438987897812,-0.31710714492816056,-0.4078429188440332,0.5538939884926132
/content/drive/MyDrive/Major Project/Sample/Orginal/1223.jpg,0,-3.6690203154789107,-0.07491412753114175,-1.049318168372733,0.22574266601790138,0.2133412837126968,1.1439112687206194,0.3823644585641257,-0.49916160825410655,0.374528201254601
/content/drive/MyDrive/Major Project/Sample/Orginal/1793.jpg,0,-5.921111244507975,0.593927469027835,-1.8577567222810418,0.4648797476362657,-0.04780903154825106,1.3118215471577432,1.1784780606064218,0.6402595145891937,-0.7065340590745477
